R0,rho,i0,n_sloppy,a_hi,a_lo,nll,rho_pass1,mean_count,drs_var,drs_geo,margin,margin_sd,margin_snr,drs_var_control,drs_geo_control,region,season,n_decades
1.15,72.60884371922498,1.5582457967375605e-05,3,1,0,41.66859832713189,86.21781874335579,1117.5,0.47635837060021585,0.006489142339408901,0.001708960624263588,0.00020551034097123524,8.31569163958901,0.050239911415605715,0.0012514597815661466,ga,2020-2021,1.0
1.1500000011330034,1811.0744083547263,1.009531969596517e-06,3,1,0,44.465338675558485,1811.073932881229,1964.3333333333333,0.4667673596422573,0.006020617614639619,0.0019470808254834727,1.4947938173701284e-05,130.25748453449435,0.006077622083210376,4.3042344481505054e-05,ga,2021-2022,1.0
1.1500000011145937,373.6995359640365,1.3136806181472575e-05,3,1,0,51.41440082882093,373.69977304354467,6190.666666666667,0.41392416141510807,0.00412178649538075,0.0016451669228041185,0.0002675016014287821,6.150119902149883,0.38634494375946876,0.04910184651365733,ga,2022-2023,1.0
1.15,306.879563724082,1.0557995278476954e-05,3,1,0,47.45713465472173,508.2877679346906,3369.0,0.47214200301010745,0.006261386129198187,0.0017832166177598311,0.00014669301131080902,12.156111609036385,0.021082688853124865,0.00040760101982373223,ga,2023-2024,1.0
1.15,256.3731080332906,9.29986832788245e-06,3,1,0,45.50147009634162,324.42029464933097,2410.0,0.4766001371648568,0.006477394685979347,0.0018122946429019074,0.0001227616653570861,14.762708192580718,0.04917820192678366,0.0012112237521852782,ga,2024-2025,1.0
1.15,35.36582962761885,9.190265752265019e-06,3,1,0,33.87758450183751,47.43695584654786,325.6666666666667,0.4756429392631338,0.006550468457075601,0.0018141000868989586,0.00012158708625082019,14.920170742118769,0.051009098110493464,0.0012714816092942614,hhs1,2015-2016,1.0
1.15,50.37348073701085,6.823227860134569e-06,3,1,0,34.12873275365121,64.99676668354766,343.5,0.47571714846852436,0.0065461074961116915,0.0018530790476875972,9.02944901849919e-05,20.522614878173407,0.05066236408846639,0.0012580839765674082,hhs1,2016-2017,1.0
1.15,44.19923020603422,7.672860862804861e-06,3,1,0,35.48984885575113,65.60074347293194,458.0,0.37521833346040967,0.0030841768758486103,0.001753896402614373,0.00017988109072886017,9.750310027072665,0.2899690483258553,0.12996717005801384,hhs1,2017-2018,1.0
1.15,167.5250976946294,5.339976008941038e-06,3,1,0,39.9057424538627,308.82475426863806,888.8333333333334,0.4763791021715764,0.006497322159645125,0.0018775081555156144,7.058509858175771e-05,26.599214185993148,0.049231510280788905,0.0012095623770141339,hhs1,2018-2019,1.0
1.15,61.61976571326672,2.5178254205386157e-05,3,1,0,42.889645938544774,91.1128331170628,1557.0,0.47636784189524667,0.006481394598951075,0.0015513758544233587,0.0003314214240039038,4.680976370450587,0.051089018250169045,0.0012868935913116612,hhs1,2019-2020,1.0
1.15,268.5749331087637,4.305104773392136e-06,3,1,0,41.34636337112896,287.4810734208979,1153.1666666666667,0.4764715503842604,0.006490234058123706,0.0018945641070510252,5.6899802243159055e-05,33.29649721724305,0.04899286152155436,0.0012009842254107833,hhs1,2020-2021,1.0
